PELOTAO|SEMANA_ID|DIA_SEMANA|PERIODO|DURACAO|DISCIPLINA_ID|INSTRUTOR_ID|INSTRUTOR_ID_2|STATUS|OBS
2º PELOTÃO 2026|11|quarta|1|3|319|63|None|concluido|None
2º PELOTÃO 2026|11|quarta|4|3|319|63|None|concluido|None
2º PELOTÃO 2026|11|quarta|7|3|320|63|None|concluido|None
2º PELOTÃO 2026|11|quarta|10|3|320|63|None|concluido|None
2º PELOTÃO 2026|11|quinta|1|3|321|63|None|concluido|None
2º PELOTÃO 2026|11|quinta|4|3|321|63|None|concluido|None
2º PELOTÃO 2026|11|segunda|4|1|349|58|None|concluido|None
2º PELOTÃO 2026|11|segunda|5|1|349|58|None|concluido|None
2º PELOTÃO 2026|11|segunda|6|1|349|58|None|concluido|None
2º PELOTÃO 2026|11|terca|7|1|379|108|None|concluido|None
2º PELOTÃO 2026|11|terca|8|1|379|108|None|concluido|None
2º PELOTÃO 2026|11|sexta|7|3|327|80|None|concluido|None
2º PELOTÃO 2026|11|segunda|4|1|332|68|None|concluido|Aula inaugural
2º PELOTÃO 2026|11|segunda|5|1|332|68|None|concluido|None
2º PELOTÃO 2026|11|segunda|6|1|332|68|None|concluido|None
2º PELOTÃO 2026|11|quarta|4|3|369|98|None|concluido|None
2º PELOTÃO 2026|11|quinta|4|1|350|58|None|concluido|None
2º PELOTÃO 2026|11|quinta|5|1|350|58|None|concluido|None
2º PELOTÃO 2026|11|quinta|6|1|350|58|None|concluido|None
2º PELOTÃO 2026|11|terca|4|3|368|98|None|concluido|None
2º PELOTÃO 2026|11|segunda|7|3|380|66|None|concluido|None
2º PELOTÃO 2026|11|terca|1|3|370|66|None|concluido|None
2º PELOTÃO 2026|11|terca|4|3|380|66|None|concluido|None
2º PELOTÃO 2026|11|sexta|7|3|370|66|None|concluido|None
2º PELOTÃO 2026|11|segunda|1|1|333|111|None|concluido|None
2º PELOTÃO 2026|11|segunda|2|1|333|111|None|concluido|None
2º PELOTÃO 2026|11|segunda|3|1|333|111|None|concluido|None
2º PELOTÃO 2026|11|segunda|4|1|335|109|None|concluido|None
2º PELOTÃO 2026|11|segunda|1|3|343|79|None|concluido|None
2º PELOTÃO 2026|11|segunda|5|1|335|109|None|concluido|None
2º PELOTÃO 2026|11|segunda|6|1|335|109|None|concluido|None
2º PELOTÃO 2026|11|quinta|1|3|343|79|None|concluido|None
2º PELOTÃO 2026|11|segunda|1|3|334|89|None|concluido|None
2º PELOTÃO 2026|11|segunda|4|3|344|79|None|concluido|None
2º PELOTÃO 2026|11|quinta|1|3|334|89|None|concluido|None
2º PELOTÃO 2026|11|sexta|4|3|344|79|None|concluido|None
2º PELOTÃO 2026|11|sexta|4|1|335|109|None|concluido|None
2º PELOTÃO 2026|11|sexta|5|1|335|109|None|concluido|None
2º PELOTÃO 2026|11|quarta|4|3|325|89|None|concluido|None
2º PELOTÃO 2026|11|sexta|6|1|335|109|None|concluido|None
2º PELOTÃO 2026|11|quinta|10|3|325|89|None|concluido|None
2º PELOTÃO 2026|11|quarta|1|3|322|81|None|concluido|None
2º PELOTÃO 2026|11|quarta|4|3|322|81|None|concluido|None
2º PELOTÃO 2026|11|quarta|7|3|323|81|None|concluido|None
2º PELOTÃO 2026|11|quarta|10|3|323|81|None|concluido|None
2º PELOTÃO 2026|11|quinta|1|3|322|81|None|concluido|None
2º PELOTÃO 2026|11|quinta|4|3|322|81|None|concluido|None
2º PELOTÃO 2026|11|quarta|7|3|354|76|None|concluido|None
2º PELOTÃO 2026|11|segunda|10|3|404|70|None|concluido|None
2º PELOTÃO 2026|11|segunda|1|3|352|107|None|concluido|None
2º PELOTÃO 2026|11|terca|1|3|352|107|None|concluido|None
2º PELOTÃO 2026|11|quarta|4|3|355|60|None|concluido|None
2º PELOTÃO 2026|11|quarta|4|1|342|84|None|concluido|None
2º PELOTÃO 2026|11|quarta|5|1|342|84|None|concluido|None
2º PELOTÃO 2026|11|quarta|6|1|342|84|None|concluido|None
2º PELOTÃO 2026|11|sexta|7|1|342|84|None|concluido|None
2º PELOTÃO 2026|11|sexta|8|1|342|84|None|concluido|None
2º PELOTÃO 2026|11|quarta|2|1|384|92|None|concluido|None
2º PELOTÃO 2026|11|sexta|9|1|342|84|None|concluido|None
2º PELOTÃO 2026|11|quarta|1|1|384|92|None|concluido|None
2º PELOTÃO 2026|11|quarta|3|1|384|92|None|concluido|None
2º PELOTÃO 2026|11|sexta|10|1|346|84|None|concluido|None
2º PELOTÃO 2026|11|sexta|11|1|346|84|None|concluido|None
2º PELOTÃO 2026|11|sexta|12|1|346|84|None|concluido|None
2º PELOTÃO 2026|11|sexta|10|1|383|92|None|concluido|None
2º PELOTÃO 2026|11|sexta|11|1|383|92|None|concluido|None
2º PELOTÃO 2026|11|sexta|12|1|383|92|None|concluido|None
2º PELOTÃO 2026|11|quarta|1|3|345|82|None|concluido|None
2º PELOTÃO 2026|11|sexta|4|3|330|103|None|concluido|None
2º PELOTÃO 2026|11|terca|4|3|331|96|None|concluido|None
2º PELOTÃO 2026|11|segunda|1|3|356|96|None|concluido|None
2º PELOTÃO 2026|11|quinta|4|3|371|93|None|concluido|None
2º PELOTÃO 2026|11|quarta|1|3|372|93|None|concluido|None
2º PELOTÃO 2026|11|sexta|4|2|329|88|None|concluido|None
2º PELOTÃO 2026|11|sexta|6|1|329|88|None|concluido|None
2º PELOTÃO 2026|11|quinta|11|2|402|83|None|concluido|None
2º PELOTÃO 2026|11|sexta|1|1|353|100|None|concluido|None
2º PELOTÃO 2026|11|sexta|2|1|353|100|None|concluido|None
2º PELOTÃO 2026|11|sexta|3|1|353|100|None|concluido|None
2º PELOTÃO 2026|11|quarta|10|1|353|100|None|concluido|None
2º PELOTÃO 2026|11|quarta|11|1|353|100|None|concluido|None
2º PELOTÃO 2026|11|quarta|12|1|353|100|None|concluido|None
2º PELOTÃO 2026|11|sexta|1|3|378|97|None|concluido|None
2º PELOTÃO 2026|11|terca|1|2|367|77|None|concluido|None
2º PELOTÃO 2026|11|quarta|10|3|367|77|None|concluido|None
2º PELOTÃO 2026|11|terca|10|1|381|86|None|concluido|None
2º PELOTÃO 2026|11|terca|11|1|381|86|None|concluido|None
2º PELOTÃO 2026|11|terca|12|1|381|86|None|concluido|None
2º PELOTÃO 2026|11|terca|7|3|400|71|None|concluido|None
2º PELOTÃO 2026|11|sexta|1|1|382|86|None|concluido|None
2º PELOTÃO 2026|11|sexta|2|1|382|86|None|concluido|None
2º PELOTÃO 2026|11|sexta|3|1|382|86|None|concluido|None
2º PELOTÃO 2026|11|sexta|10|2|400|71|None|concluido|None
2º PELOTÃO 2026|11|quarta|10|1|386|85|None|concluido|None
2º PELOTÃO 2026|11|quarta|11|1|386|85|None|concluido|None
2º PELOTÃO 2026|11|quarta|12|1|386|85|None|concluido|None
2º PELOTÃO 2026|11|quinta|10|1|387|85|None|concluido|None
2º PELOTÃO 2026|11|quinta|11|1|387|85|None|concluido|None
2º PELOTÃO 2026|11|quinta|12|1|387|85|None|concluido|None
2º PELOTÃO 2026|11|terca|7|3|348|95|None|concluido|None
2º PELOTÃO 2026|11|segunda|7|1|350|58|None|concluido|None
2º PELOTÃO 2026|11|segunda|8|1|350|58|None|concluido|None
2º PELOTÃO 2026|11|segunda|9|1|350|58|None|concluido|None
2º PELOTÃO 2026|11|segunda|4|1|329|88|None|concluido|None
2º PELOTÃO 2026|11|segunda|5|1|329|88|None|concluido|None
2º PELOTÃO 2026|11|segunda|6|1|329|88|None|concluido|None
2º PELOTÃO 2026|11|terca|1|1|365|88|None|concluido|None
2º PELOTÃO 2026|11|terca|2|1|365|88|None|concluido|None
2º PELOTÃO 2026|11|terca|3|1|365|88|None|concluido|None
2º PELOTÃO 2026|11|sexta|1|1|365|88|None|concluido|None
2º PELOTÃO 2026|11|sexta|2|1|365|88|None|concluido|None
2º PELOTÃO 2026|11|sexta|3|1|365|88|None|concluido|None
2º PELOTÃO 2026|11|quarta|4|3|388|56|None|concluido|None
2º PELOTÃO 2026|11|terca|1|3|388|56|None|concluido|None
2º PELOTÃO 2026|11|terca|7|1|337|115|None|concluido|Apresentação
2º PELOTÃO 2026|11|terca|8|1|337|115|None|concluido|Conceitos Iniciais.
2º PELOTÃO 2026|11|terca|9|1|337|115|None|concluido|Definições de conceitos de Inteligência.
2º PELOTÃO 2026|11|segunda|7|3|328|60|None|concluido|None
2º PELOTÃO 2026|11|terca|4|1|338|115|None|concluido|Apresentação
2º PELOTÃO 2026|11|terca|5|1|338|115|None|concluido|Conceitos Iniciais
2º PELOTÃO 2026|11|terca|6|1|338|115|None|concluido|Definições de Inteligência e Sistemas de Inteligência
2º PELOTÃO 2026|11|segunda|12|1|363|99|None|concluido|None
2º PELOTÃO 2026|11|terca|9|1|379|108|None|concluido|None
2º PELOTÃO 2026|11|segunda|10|3|366|66|None|concluido|None
2º PELOTÃO 2026|11|sexta|4|3|366|66|None|concluido|None
2º PELOTÃO 2026|11|terca|1|3|326|80|None|concluido|None
2º PELOTÃO 2026|11|segunda|7|3|327|80|None|concluido|None
2º PELOTÃO 2026|11|sexta|1|1|351|65|None|concluido|None
2º PELOTÃO 2026|11|sexta|2|1|351|65|None|concluido|None
2º PELOTÃO 2026|11|sexta|3|1|351|65|None|concluido|None
2º PELOTÃO 2026|11|quinta|4|1|351|65|None|concluido|None
2º PELOTÃO 2026|11|quinta|10|1|354|76|None|concluido|None
2º PELOTÃO 2026|11|quinta|5|1|351|65|None|concluido|None
2º PELOTÃO 2026|11|quinta|6|1|351|65|None|concluido|None
2º PELOTÃO 2026|11|quarta|1|3|347|73|None|concluido|Aula inaugural
2º PELOTÃO 2026|11|quinta|11|1|401|71|None|concluido|None
2º PELOTÃO 2026|11|quinta|12|1|401|71|None|concluido|None
2º PELOTÃO 2026|11|segunda|10|3|401|71|None|concluido|None
2º PELOTÃO 2026|11|quarta|4|3|336|110|None|concluido|None
2º PELOTÃO 2026|11|sexta|7|3|336|110|None|concluido|None
2º PELOTÃO 2026|11|terca|1|3|347|73|None|concluido|None
2º PELOTÃO 2026|11|quarta|10|1|332|68|None|concluido|None
2º PELOTÃO 2026|11|quarta|11|1|332|68|None|concluido|None
2º PELOTÃO 2026|11|quarta|12|1|332|68|None|concluido|None
2º PELOTÃO 2026|11|quarta|1|3|317|101|None|concluido|Apresentação e slides iniciais
2º PELOTÃO 2026|11|quinta|1|3|376|74|None|concluido|None
2º PELOTÃO 2026|11|quarta|7|3|318|101|None|concluido|Apresentação, slides iniciais
2º PELOTÃO 2026|11|sexta|11|2|404|70|None|confirmado|None
2º PELOTÃO 2026|11|sexta|1|2|403|70|None|concluido|None
2º PELOTÃO 2026|11|sexta|3|1|403|70|None|concluido|None
2º PELOTÃO 2026|11|segunda|4|3|334|89|None|concluido|None
2º PELOTÃO 2026|11|quarta|1|3|334|89|None|concluido|None
2º PELOTÃO 2026|11|terca|4|3|334|89|None|concluido|None
2º PELOTÃO 2026|11|sexta|10|3|334|89|None|concluido|None
2º PELOTÃO 2026|11|sexta|10|1|388|56|None|confirmado|None
2º PELOTÃO 2026|11|quinta|4|3|325|89|None|concluido|None
2º PELOTÃO 2026|11|sexta|4|3|325|89|None|concluido|None
2º PELOTÃO 2026|11|segunda|10|3|325|89|None|concluido|None
2º PELOTÃO 2026|11|terca|4|1|329|88|None|concluido|None
2º PELOTÃO 2026|11|terca|5|1|329|88|None|concluido|None
2º PELOTÃO 2026|11|terca|6|1|329|88|None|concluido|None
2º PELOTÃO 2026|11|quarta|10|3|325|89|None|concluido|None
2º PELOTÃO 2026|11|sexta|7|3|339|114|None|concluido|None
2º PELOTÃO 2026|11|sexta|10|3|339|114|None|concluido|None
2º PELOTÃO 2026|11|quinta|1|1|333|111|None|concluido|None
2º PELOTÃO 2026|11|quinta|2|1|333|111|None|concluido|None
2º PELOTÃO 2026|11|quinta|3|1|333|111|None|concluido|None
2º PELOTÃO 2026|11|sexta|1|3|344|79|None|concluido|None
2º PELOTÃO 2026|11|terca|4|1|333|111|None|concluido|None
2º PELOTÃO 2026|11|terca|5|1|333|111|None|concluido|None
2º PELOTÃO 2026|11|terca|6|1|333|111|None|concluido|None
2º PELOTÃO 2026|11|quinta|1|3|379|108|None|concluido|None
2º PELOTÃO 2026|11|quinta|4|3|352|107|None|concluido|None
2º PELOTÃO 2026|11|sexta|4|3|339|114|None|concluido|Aula Inaugural
2º PELOTÃO 2026|11|quarta|10|3|398|78|None|concluido|None
2º PELOTÃO 2026|11|segunda|10|3|399|78|None|concluido|None
2º PELOTÃO 2026|11|sexta|7|3|317|101|None|concluido|None
2º PELOTÃO 2026|11|quarta|7|3|365|88|None|concluido|None
2º PELOTÃO 2026|11|quinta|10|3|318|101|None|concluido|None
2º PELOTÃO 2026|11|terca|7|3|326|80|None|concluido|None
2º PELOTÃO 2026|11|terca|10|3|326|80|None|concluido|None
2º PELOTÃO 2026|11|quarta|7|3|327|80|None|concluido|None
2º PELOTÃO 2026|11|segunda|10|3|328|60|None|concluido|None
2º PELOTÃO 2026|11|quarta|7|3|332|68|None|concluido|None
2º PELOTÃO 2026|11|sexta|7|3|388|56|None|confirmado|None
2º PELOTÃO 2026|12|sexta|8|1|379|108|None|concluido|None
2º PELOTÃO 2026|12|sexta|9|1|379|108|None|concluido|None
2º PELOTÃO 2026|12|segunda|1|3|346|84|None|concluido|None
2º PELOTÃO 2026|12|quinta|1|3|324|81|None|concluido|None
2º PELOTÃO 2026|12|quinta|4|3|324|81|None|concluido|None
2º PELOTÃO 2026|12|quinta|7|3|323|81|None|concluido|None
2º PELOTÃO 2026|12|quarta|5|1|384|92|None|concluido|None
2º PELOTÃO 2026|12|quarta|6|1|384|92|None|concluido|None
2º PELOTÃO 2026|12|quinta|7|3|320|63|None|concluido|None
2º PELOTÃO 2026|12|quinta|10|3|320|63|None|concluido|None
2º PELOTÃO 2026|12|quarta|7|3|321|63|None|concluido|None
2º PELOTÃO 2026|12|segunda|11|2|401|71|None|concluido|None
2º PELOTÃO 2026|12|segunda|1|3|353|100|None|concluido|None
2º PELOTÃO 2026|12|terca|10|3|353|100|None|concluido|None
2º PELOTÃO 2026|12|segunda|7|1|333|111|None|concluido|None
2º PELOTÃO 2026|12|segunda|8|1|333|111|None|concluido|None
2º PELOTÃO 2026|12|segunda|9|1|333|111|None|concluido|None
2º PELOTÃO 2026|12|segunda|3|1|384|92|None|concluido|None
2º PELOTÃO 2026|12|segunda|5|1|384|92|None|concluido|None
2º PELOTÃO 2026|12|terca|10|3|339|114|None|concluido|None
2º PELOTÃO 2026|12|terca|7|3|349|58|None|concluido|None
2º PELOTÃO 2026|12|segunda|8|1|335|109|None|concluido|None
2º PELOTÃO 2026|12|segunda|9|1|335|109|None|concluido|None
2º PELOTÃO 2026|12|terca|8|1|332|68|None|concluido|None
2º PELOTÃO 2026|12|terca|9|1|332|68|None|concluido|None
2º PELOTÃO 2026|12|terca|10|1|332|68|None|concluido|None
2º PELOTÃO 2026|12|terca|11|1|332|68|None|concluido|None
2º PELOTÃO 2026|12|terca|12|1|332|68|None|concluido|None
2º PELOTÃO 2026|12|sexta|8|1|332|68|None|concluido|None
2º PELOTÃO 2026|12|sexta|9|1|332|68|None|concluido|None
2º PELOTÃO 2026|12|sexta|10|1|325|89|None|concluido|None
2º PELOTÃO 2026|12|quinta|7|3|343|79|None|concluido|None
2º PELOTÃO 2026|12|sexta|7|3|329|88|None|concluido|None
2º PELOTÃO 2026|12|sexta|10|1|329|88|None|concluido|None
2º PELOTÃO 2026|12|quinta|7|3|348|95|None|concluido|None
2º PELOTÃO 2026|12|quinta|7|1|382|86|None|concluido|None
2º PELOTÃO 2026|12|quinta|8|1|382|86|None|concluido|None
2º PELOTÃO 2026|12|quinta|9|1|382|86|None|concluido|None
2º PELOTÃO 2026|12|segunda|4|1|338|115|None|concluido|None
2º PELOTÃO 2026|12|segunda|5|1|338|115|None|concluido|None
2º PELOTÃO 2026|12|segunda|6|1|338|115|None|concluido|None
2º PELOTÃO 2026|12|segunda|7|1|337|115|None|concluido|None
2º PELOTÃO 2026|12|segunda|8|1|337|115|None|concluido|None
2º PELOTÃO 2026|12|segunda|9|1|337|115|None|concluido|None
2º PELOTÃO 2026|12|terca|11|2|367|77|None|concluido|None
2º PELOTÃO 2026|12|terca|1|3|345|82|None|concluido|None
2º PELOTÃO 2026|12|terca|7|3|354|76|None|concluido|None
2º PELOTÃO 2026|12|segunda|7|3|371|93|None|concluido|None
2º PELOTÃO 2026|12|quinta|10|3|380|66|None|concluido|None
2º PELOTÃO 2026|12|terca|10|3|370|66|None|concluido|None
2º PELOTÃO 2026|12|sexta|5|2|366|66|None|concluido|None
2º PELOTÃO 2026|12|segunda|1|2|403|70|None|concluido|None
2º PELOTÃO 2026|12|sexta|1|2|404|70|None|concluido|None
2º PELOTÃO 2026|12|quarta|11|1|351|65|None|concluido|None
2º PELOTÃO 2026|12|quarta|12|1|351|65|None|concluido|None
2º PELOTÃO 2026|12|segunda|7|2|378|97|None|concluido|None
2º PELOTÃO 2026|12|segunda|9|1|386|85|None|concluido|None
2º PELOTÃO 2026|12|segunda|10|3|386|85|None|concluido|None
2º PELOTÃO 2026|12|segunda|3|1|387|85|None|concluido|None
2º PELOTÃO 2026|12|segunda|4|3|387|85|None|concluido|None
2º PELOTÃO 2026|12|segunda|10|3|355|60|None|concluido|None
2º PELOTÃO 2026|11|quinta|9|1|319|63|None|concluido|None
2º PELOTÃO 2026|11|quinta|10|3|319|63|None|concluido|None
2º PELOTÃO 2026|11|quinta|9|1|336|110|None|concluido|None
2º PELOTÃO 2026|11|quinta|9|1|354|76|None|concluido|None
2º PELOTÃO 2026|12|quinta|3|1|336|110|None|concluido|None
2º PELOTÃO 2026|12|segunda|11|1|383|92|None|concluido|None
2º PELOTÃO 2026|12|segunda|12|1|383|92|None|concluido|None
2º PELOTÃO 2026|11|quinta|9|1|323|81|None|concluido|None
2º PELOTÃO 2026|12|sexta|3|1|348|95|None|concluido|None
2º PELOTÃO 2026|12|sexta|4|3|348|95|None|concluido|None
2º PELOTÃO 2026|13|sabado|2|1|332|68|None|confirmado|None
2º PELOTÃO 2026|13|sabado|1|1|348|95|None|confirmado|None
2º PELOTÃO 2026|12|quarta|3|1|370|66|None|concluido|None
2º PELOTÃO 2026|13|terca|3|1|359|91|102|concluido|CICEN
2º PELOTÃO 2026|13|terca|4|3|359|91|102|concluido|CICEN
2º PELOTÃO 2026|13|terca|7|3|359|91|102|concluido|CICEN
2º PELOTÃO 2026|13|terca|10|3|359|91|102|concluido|CICEN
2º PELOTÃO 2026|13|terca|10|3|360|94|90|concluido|TIRO AVANÇADO E DECISÃO DE TIRO COM SIMULAÇÕES E PISTA DE DECISÃO DE TIRO
LINHA ESFAS DIA INTEIRO
2º PELOTÃO 2026|13|terca|11|2|422|117|None|concluido|None
2º PELOTÃO 2026|12|quinta|2|2|343|79|None|confirmado|None
2º PELOTÃO 2026|13|quinta|7|3|373|87|None|concluido|None
2º PELOTÃO 2026|13|quinta|11|2|397|106|None|concluido|None
2º PELOTÃO 2026|13|quinta|5|2|400|71|None|concluido|None
2º PELOTÃO 2026|13|sexta|11|2|400|71|None|concluido|None
2º PELOTÃO 2026|13|quinta|7|2|401|71|None|concluido|None
2º PELOTÃO 2026|13|quinta|10|3|385|87|None|concluido|None
2º PELOTÃO 2026|13|quinta|7|3|330|103|None|concluido|None
2º PELOTÃO 2026|13|terca|3|1|348|95|None|concluido|None
2º PELOTÃO 2026|13|quarta|3|1|388|56|None|concluido|None
2º PELOTÃO 2026|13|quinta|12|1|336|110|None|concluido|None
2º PELOTÃO 2026|17|segunda|11|2|400|71|None|concluido|None
2º PELOTÃO 2026|17|segunda|11|2|402|83|None|concluido|None
2º PELOTÃO 2026|17|segunda|2|2|422|117|None|concluido|None
2º PELOTÃO 2026|17|terca|2|2|422|117|None|concluido|None
2º PELOTÃO 2026|18|segunda|11|2|340|114|None|concluido|None
2º PELOTÃO 2026|12|segunda|9|1|364|64|61|confirmado|Estande EsFAS
2º PELOTÃO 2026|18|segunda|2|2|351|65|None|concluido|None
2º PELOTÃO 2026|18|terca|6|1|439|120|119|concluido|Estande EsFAS
2º PELOTÃO 2026|19|quarta|3|1|365|88|None|concluido|None
2º PELOTÃO 2026|19|terca|3|1|366|66|None|concluido|None
2º PELOTÃO 2026|19|quarta|2|2|422|117|None|concluido|None
2º PELOTÃO 2026|19|quinta|11|2|400|71|None|concluido|None
2º PELOTÃO 2026|19|terca|11|2|402|83|None|concluido|None
2º PELOTÃO 2026|19|terca|11|2|403|70|None|concluido|None
2º PELOTÃO 2026|19|quarta|11|2|403|70|None|concluido|None
2º PELOTÃO 2026|19|terca|5|2|404|70|None|concluido|None
2º PELOTÃO 2026|20|quinta|2|2|363|99|105|concluido|None
2º PELOTÃO 2026|20|segunda|3|1|335|109|None|concluido|None
2º PELOTÃO 2026|20|quinta|8|2|332|68|None|confirmado|Encerramento da disciplina.
2º PELOTÃO 2026|20|quarta|5|2|371|93|None|concluido|Avaliação
2º PELOTÃO 2026|24|terca|11|2|400|71|None|concluido|None
2º PELOTÃO 2026|24|quinta|5|2|888|383|None|concluido|None
2º PELOTÃO 2026|20|terca|5|2|403|70|None|confirmado|None
2º PELOTÃO 2026|24|sexta|3|1|376|74|None|concluido|None
2º PELOTÃO 2026|24|quarta|3|1|887|369|None|concluido|None
2º PELOTÃO 2026|29|segunda|6|1|910|120|59|concluido|None
2º PELOTÃO 2026|29|terca|9|1|407|113|None|concluido|None
2º PELOTÃO 2026|23|quinta|10|3|552|138|None|concluido|None
2º PELOTÃO 2026|23|sexta|10|3|554|138|None|concluido|None
2º PELOTÃO 2026|23|sexta|10|3|765|229|None|concluido|None
2º PELOTÃO 2026|23|quinta|8|2|551|138|None|concluido|None
2º PELOTÃO 2026|23|sexta|8|2|764|229|None|concluido|None
2º PELOTÃO 2026|24|segunda|8|2|886|96|None|concluido|None
2º PELOTÃO 2026|23|quarta|8|2|566|138|None|concluido|None
2º PELOTÃO 2026|23|quarta|10|3|550|138|None|concluido|None
2º PELOTÃO 2026|23|sexta|8|2|553|138|None|concluido|None
2º PELOTÃO 2026|23|sexta|4|3|649|139|None|concluido|None
2º PELOTÃO 2026|23|quarta|4|3|647|139|None|concluido|None
2º PELOTÃO 2026|23|sexta|10|3|760|150|None|concluido|None
2º PELOTÃO 2026|23|sexta|4|3|651|143|None|concluido|None
2º PELOTÃO 2026|23|quarta|4|3|652|143|None|concluido|None
2º PELOTÃO 2026|23|quinta|4|3|748|154|None|concluido|None
2º PELOTÃO 2026|23|sexta|4|3|752|154|None|concluido|None
2º PELOTÃO 2026|23|quinta|10|3|753|154|None|concluido|None
2º PELOTÃO 2026|23|sexta|4|3|693|187|None|concluido|None
2º PELOTÃO 2026|23|sexta|2|2|601|153|None|concluido|None
2º PELOTÃO 2026|23|quarta|10|3|775|398|None|concluido|None
2º PELOTÃO 2026|23|quinta|4|3|697|398|None|concluido|None
2º PELOTÃO 2026|23|sexta|4|3|696|398|None|concluido|None
2º PELOTÃO 2026|23|sexta|10|3|702|429|None|concluido|None
2º PELOTÃO 2026|23|quarta|10|3|703|429|None|concluido|None
2º PELOTÃO 2026|23|quinta|4|3|704|429|None|concluido|None
2º PELOTÃO 2026|23|quinta|8|2|705|429|None|concluido|None
2º PELOTÃO 2026|23|quinta|10|3|516|234|None|concluido|None
2º PELOTÃO 2026|29|segunda|2|2|886|96|None|concluido|None
2º PELOTÃO 2026|29|terca|2|2|896|56|None|concluido|None
2º PELOTÃO 2026|23|quarta|10|3|740|173|None|concluido|None
2º PELOTÃO 2026|23|quarta|4|3|485|230|None|concluido|None
2º PELOTÃO 2026|23|sexta|4|3|772|168|None|concluido|None
2º PELOTÃO 2026|23|quinta|10|3|804|412|None|concluido|None
2º PELOTÃO 2026|23|quarta|4|3|576|231|None|concluido|None
2º PELOTÃO 2026|23|quarta|10|3|803|412|None|concluido|None
2º PELOTÃO 2026|23|quinta|4|3|593|352|None|concluido|None
2º PELOTÃO 2026|23|sexta|4|3|803|412|None|concluido|None
2º PELOTÃO 2026|23|quarta|4|3|741|149|None|concluido|None
2º PELOTÃO 2026|23|quinta|4|3|526|164|None|concluido|None
2º PELOTÃO 2026|23|quinta|10|3|773|168|None|concluido|None
2º PELOTÃO 2026|23|quarta|4|3|579|159|None|concluido|None
2º PELOTÃO 2026|23|quarta|10|3|596|179|None|concluido|None
2º PELOTÃO 2026|23|sexta|10|3|806|413|None|concluido|None
2º PELOTÃO 2026|23|quarta|4|3|680|188|None|concluido|None
2º PELOTÃO 2026|23|quarta|4|3|582|191|None|concluido|None
2º PELOTÃO 2026|23|quinta|10|3|599|179|None|concluido|None
2º PELOTÃO 2026|23|quarta|2|2|600|349|None|concluido|None
2º PELOTÃO 2026|23|sexta|8|2|650|190|None|concluido|None
2º PELOTÃO 2026|23|quarta|8|2|523|184|None|concluido|None
2º PELOTÃO 2026|23|sexta|8|2|802|412|None|concluido|None
2º PELOTÃO 2026|23|quarta|2|2|541|256|None|concluido|None
2º PELOTÃO 2026|23|quinta|2|2|707|250|None|concluido|None
2º PELOTÃO 2026|23|sexta|2|2|739|173|None|concluido|None
2º PELOTÃO 2026|23|quinta|8|2|803|412|None|concluido|None
2º PELOTÃO 2026|23|sexta|8|2|524|184|None|concluido|None
2º PELOTÃO 2026|23|sexta|2|2|804|412|None|concluido|None
2º PELOTÃO 2026|23|quarta|8|2|804|412|None|concluido|None
2º PELOTÃO 2026|23|quinta|8|2|692|187|None|concluido|None
2º PELOTÃO 2026|23|quinta|2|2|595|352|None|concluido|None
2º PELOTÃO 2026|23|sexta|2|2|543|256|None|concluido|None
2º PELOTÃO 2026|23|sexta|8|2|805|413|None|concluido|None
2º PELOTÃO 2026|23|quarta|2|2|646|139|None|concluido|None
2º PELOTÃO 2026|23|quinta|2|2|630|145|None|concluido|None
2º PELOTÃO 2026|23|sexta|2|2|710|250|None|concluido|None
2º PELOTÃO 2026|23|quarta|8|2|742|149|None|concluido|None
2º PELOTÃO 2026|23|quarta|8|2|580|159|None|concluido|None
2º PELOTÃO 2026|23|quinta|8|2|597|179|None|concluido|None
2º PELOTÃO 2026|23|quarta|2|2|529|172|None|concluido|None
2º PELOTÃO 2026|23|quarta|8|2|598|179|None|concluido|None
2º PELOTÃO 2026|23|quarta|2|2|681|188|None|concluido|None
2º PELOTÃO 2026|23|quinta|2|2|530|172|None|concluido|None
2º PELOTÃO 2026|23|quinta|8|2|731|247|None|concluido|None
2º PELOTÃO 2026|23|quarta|8|2|635|390|None|concluido|None
2º PELOTÃO 2026|23|quarta|4|3|584|349|None|concluido|None
2º PELOTÃO 2026|23|quinta|2|2|476|418|None|concluido|None
2º PELOTÃO 2026|23|quarta|2|2|567|151|None|concluido|None
2º PELOTÃO 2026|23|sexta|10|2|618|147|None|concluido|None
2º PELOTÃO 2026|23|quarta|2|2|619|189|None|concluido|None
2º PELOTÃO 2026|23|quinta|2|2|533|146|None|concluido|None
2º PELOTÃO 2026|23|sexta|4|3|602|153|None|concluido|None
2º PELOTÃO 2026|23|quarta|8|2|477|418|None|concluido|None
2º PELOTÃO 2026|23|quarta|10|3|636|390|None|concluido|None
2º PELOTÃO 2026|23|quarta|2|2|586|202|None|concluido|None
2º PELOTÃO 2026|23|quinta|2|2|781|410|None|concluido|None
2º PELOTÃO 2026|23|quarta|4|2|620|189|None|concluido|None
2º PELOTÃO 2026|23|sexta|4|3|534|146|None|concluido|None
2º PELOTÃO 2026|23|quarta|8|2|637|161|None|concluido|None
2º PELOTÃO 2026|23|quinta|8|2|653|380|None|concluido|Sd Salsa
2º PELOTÃO 2026|23|quarta|10|3|478|418|None|concluido|None
