ESCOLA                    | CICLO           | SEMANA       | TURMA                     | DIA      | PER | MATÉRIA
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 06º Pelotão - CBFPM 2026  | Sexta    | 12  | Direitos Humanos Aplicados à Segurança Pública
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 06º Pelotão - CBFPM 2026  | Terça    | 2   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 06º Pelotão - CBFPM 2026  | Terça    | 3   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 06º Pelotão - CBFPM 2026  | Terça    | 4   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 06º Pelotão - CBFPM 2026  | Terça    | 5   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 06º Pelotão - CBFPM 2026  | Terça    | 6   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 06º Pelotão - CBFPM 2026  | Terça    | 8   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 06º Pelotão - CBFPM 2026  | Terça    | 9   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 06º Pelotão - CBFPM 2026  | Terça    | 10  | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 06º Pelotão - CBFPM 2026  | Terça    | 11  | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 06º Pelotão - CBFPM 2026  | Terça    | 12  | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Quarta   | 2   | Educação Fisica I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Quarta   | 3   | Educação Fisica I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Quarta   | 4   | Identidade e Cultura da Organização Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Quarta   | 5   | Identidade e Cultura da Organização Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Quarta   | 6   | Identidade e Cultura da Organização Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Quarta   | 8   | Telecomunicações - Comunicação Operacional
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Quarta   | 9   | Telecomunicações - Comunicação Operacional
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Quarta   | 10  | Direitos Humanos Aplicados à Segurança Pública
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Quarta   | 11  | Direitos Humanos Aplicados à Segurança Pública
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Quarta   | 12  | Direitos Humanos Aplicados à Segurança Pública
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Quinta   | 2   | Gestão Integrada e Comunitária
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Quinta   | 3   | Gestão Integrada e Comunitária
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Quinta   | 4   | Identidade e Cultura da Organização Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Quinta   | 5   | Identidade e Cultura da Organização Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Quinta   | 6   | Identidade e Cultura da Organização Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Quinta   | 8   | Técnicas Policiais I - Legislação Aplicável À Abordagem Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Quinta   | 9   | Técnicas Policiais I - Legislação Aplicável À Abordagem Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Quinta   | 10  | Abordagem Histórica, Social, Psicologica da Violência e da Criminalidade
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Quinta   | 11  | Abordagem Histórica, Social, Psicologica da Violência e da Criminalidade
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Quinta   | 12  | Abordagem Histórica, Social, Psicologica da Violência e da Criminalidade
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Sexta    | 2   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Sexta    | 3   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Sexta    | 4   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Sexta    | 5   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Sexta    | 6   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Sexta    | 8   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Sexta    | 9   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Sexta    | 10  | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Sexta    | 11  | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Sexta    | 12  | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Terça    | 2   | Linguagem e Comunicação em Documentação Técnica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Terça    | 3   | Linguagem e Comunicação em Documentação Técnica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Terça    | 8   | Tecnicas Policiais II- Abordagem a pessoas a pé
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Terça    | 9   | Tecnicas Policiais II- Abordagem a pessoas a pé
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Terça    | 10  | Ordem Unida I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Terça    | 11  | Ordem Unida I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 07º Pelotão - CBFPM 2026  | Terça    | 12  | Ordem Unida I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Quarta   | 2   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Quarta   | 3   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Quarta   | 4   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Quarta   | 5   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Quarta   | 6   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Quarta   | 8   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Quarta   | 9   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Quarta   | 10  | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Quarta   | 11  | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Quarta   | 12  | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Quinta   | 2   | Sistema de Segurança Pública I - Aspectos Iniciais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Quinta   | 3   | Sistema de Segurança Pública I - Aspectos Iniciais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Quinta   | 4   | Estado, sociedade e segurança pública
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Quinta   | 5   | Estado, sociedade e segurança pública
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Quinta   | 6   | Estado, sociedade e segurança pública
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Quinta   | 8   | Policiamento Ostensivo: Fundamentos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Quinta   | 9   | Policiamento Ostensivo: Fundamentos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Quinta   | 10  | Policiamento Ostensivo: Fundamentos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Quinta   | 11  | Policiamento Ostensivo: Fundamentos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Quinta   | 12  | Policiamento Ostensivo: Fundamentos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Sexta    | 2   | Telecomunicações - Comunicação Operacional
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Sexta    | 3   | Telecomunicações - Comunicação Operacional
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Sexta    | 5   | Educação Fisica I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Sexta    | 6   | Educação Fisica I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Sexta    | 8   | Ordem Unida I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Sexta    | 9   | Ordem Unida I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Sexta    | 10  | Defesa Policial I: Técnicas de imobilização Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Sexta    | 11  | Defesa Policial I: Técnicas de imobilização Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Sexta    | 12  | Defesa Policial I: Técnicas de imobilização Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Terça    | 2   | Gestão Integrada e Comunitária
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Terça    | 3   | Gestão Integrada e Comunitária
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Terça    | 4   | Linguagem e Comunicação em Documentação Técnica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Terça    | 5   | Linguagem e Comunicação em Documentação Técnica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Terça    | 6   | Linguagem e Comunicação em Documentação Técnica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Terça    | 8   | Telecomunicações - Comunicação Operacional
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Terça    | 9   | Telecomunicações - Comunicação Operacional
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Terça    | 10  | Identidade e Cultura da Organização Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Terça    | 11  | Identidade e Cultura da Organização Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 08º Pelotão - CBFPM 2026  | Terça    | 12  | Identidade e Cultura da Organização Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Quarta   | 2   | Educação Fisica I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Quarta   | 3   | Educação Fisica I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Quarta   | 4   | Linguagem e Comunicação em Documentação Técnica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Quarta   | 5   | Linguagem e Comunicação em Documentação Técnica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Quarta   | 6   | Linguagem e Comunicação em Documentação Técnica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Quarta   | 8   | Estado, sociedade e segurança pública
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Quarta   | 9   | Estado, sociedade e segurança pública
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Quarta   | 10  | Abordagem Histórica, Social, Psicologica da Violência e da Criminalidade
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Quarta   | 11  | Abordagem Histórica, Social, Psicologica da Violência e da Criminalidade
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Quarta   | 12  | Abordagem Histórica, Social, Psicologica da Violência e da Criminalidade
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Quinta   | 2   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Quinta   | 3   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Quinta   | 4   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Quinta   | 5   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Quinta   | 6   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Quinta   | 8   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Quinta   | 9   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Quinta   | 10  | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Quinta   | 11  | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Quinta   | 12  | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Sexta    | 2   | Direitos Humanos Aplicados à Segurança Pública
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Sexta    | 3   | Direitos Humanos Aplicados à Segurança Pública
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Sexta    | 4   | Defesa Policial I: Técnicas de imobilização Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Sexta    | 5   | Defesa Policial I: Técnicas de imobilização Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Sexta    | 6   | Defesa Policial I: Técnicas de imobilização Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Sexta    | 8   | Fundamentos da Gestão Pública
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Sexta    | 9   | Fundamentos da Gestão Pública
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Sexta    | 10  | Policiamento Ostensivo: Fundamentos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Sexta    | 11  | Policiamento Ostensivo: Fundamentos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Sexta    | 12  | Policiamento Ostensivo: Fundamentos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Terça    | 2   | Técnicas Policiais I - Legislação Aplicável À Abordagem Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Terça    | 3   | Técnicas Policiais I - Legislação Aplicável À Abordagem Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Terça    | 4   | Tecnicas Policiais II- Abordagem a pessoas a pé
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Terça    | 5   | Tecnicas Policiais II- Abordagem a pessoas a pé
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Terça    | 8   | Educação Fisica I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 09° Pelotão - CBFPM 2026  | Terça    | 9   | Educação Fisica I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Quarta   | 2   | Linguagem e Comunicação em Documentação Técnica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Quarta   | 3   | Linguagem e Comunicação em Documentação Técnica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Quarta   | 4   | Educação Fisica I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Quarta   | 5   | Educação Fisica I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Quarta   | 8   | Abordagem Histórica, Social, Psicologica da Violência e da Criminalidade
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Quarta   | 9   | Abordagem Histórica, Social, Psicologica da Violência e da Criminalidade
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Quarta   | 10  | Sistema de Segurança Pública I - Aspectos Iniciais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Quarta   | 11  | Sistema de Segurança Pública I - Aspectos Iniciais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Quarta   | 12  | Sistema de Segurança Pública I - Aspectos Iniciais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Quinta   | 2   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Quinta   | 3   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Quinta   | 4   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Quinta   | 5   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Quinta   | 6   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Quinta   | 8   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Quinta   | 9   | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Quinta   | 10  | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Quinta   | 11  | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Quinta   | 12  | Armamento, Munição e Tiro I - Habilitação para pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Sexta    | 2   | Defesa Policial I: Técnicas de imobilização Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Sexta    | 3   | Defesa Policial I: Técnicas de imobilização Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Sexta    | 4   | Relações Interpessoais I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Sexta    | 5   | Relações Interpessoais I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Sexta    | 6   | Relações Interpessoais I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Sexta    | 8   | Policiamento Ostensivo: Fundamentos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Sexta    | 9   | Policiamento Ostensivo: Fundamentos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Sexta    | 10  | Técnicas Policiais I - Legislação Aplicável À Abordagem Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Sexta    | 11  | Técnicas Policiais I - Legislação Aplicável À Abordagem Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Sexta    | 12  | Técnicas Policiais I - Legislação Aplicável À Abordagem Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Terça    | 2   | Direitos Humanos Aplicados à Segurança Pública
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Terça    | 3   | Direitos Humanos Aplicados à Segurança Pública
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Terça    | 6   | Tecnicas Policiais II- Abordagem a pessoas a pé
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Terça    | 8   | Ordem Unida I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Terça    | 9   | Ordem Unida I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Terça    | 10  | Educação Fisica I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 10° Pelotão - CBFPM 2026  | Terça    | 11  | Educação Fisica I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 11° Pelotão - CBFPM 2026  | Quarta   | 2   | Tecnicas Policiais II- Abordagem a pessoas a pé
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 11° Pelotão - CBFPM 2026  | Quarta   | 3   | Tecnicas Policiais II- Abordagem a pessoas a pé
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 11° Pelotão - CBFPM 2026  | Quarta   | 4   | Educação Fisica I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 11° Pelotão - CBFPM 2026  | Quarta   | 5   | Educação Fisica I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 11° Pelotão - CBFPM 2026  | Quarta   | 8   | Ordem Unida I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 11° Pelotão - CBFPM 2026  | Quarta   | 9   | Ordem Unida I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 11° Pelotão - CBFPM 2026  | Quinta   | 2   | Sistema de Segurança Pública I - Aspectos Iniciais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 11° Pelotão - CBFPM 2026  | Quinta   | 3   | Sistema de Segurança Pública I - Aspectos Iniciais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 11° Pelotão - CBFPM 2026  | Quinta   | 4   | Linguagem e Comunicação em Documentação Técnica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 11° Pelotão - CBFPM 2026  | Quinta   | 5   | Linguagem e Comunicação em Documentação Técnica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 11° Pelotão - CBFPM 2026  | Quinta   | 8   | Policiamento Ostensivo: Fundamentos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 11° Pelotão - CBFPM 2026  | Quinta   | 9   | Policiamento Ostensivo: Fundamentos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | 11° Pelotão - CBFPM 2026  | Quinta   | 10  | Abordagem Histórica, Social, Psicologica da Violência e da Criminalidade
