ESCOLA                    | CICLO           | SEMANA       | TURMA                     | DIA      | PER | MATÉRIA
------------------------------------------------------------------------------------------------------------------
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 1   | Informática Básica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 1   | Informática Básica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 1   | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 1   | Administração Pública aplicada – Operações, Treinamento e Sala de Operações
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 1   | Técnicas de Oratória e Ensino Policial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 1   | Administração Pública aplicada – Operações, Treinamento e Sala de Operações
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 1   | Informática Básica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 1   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 2   | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 3   | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 4   | Informática Básica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 4   | Técnicas de Oratória e Ensino Policial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 4   | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 4   | Informática Básica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 4   | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 4   | Administração Pública aplicada – Operações, Treinamento e Sala de Operações
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 4   | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 4   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 5   | Administração Pública aplicada – Operações, Treinamento e Sala de Operações
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 6   | Administração Pública aplicada – Operações, Treinamento e Sala de Operações
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 7   | Informática Básica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 7   | Informática Básica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 7   | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 7   | Informática Básica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 7   | Técnicas de Oratória e Ensino Policial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 7   | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 7   | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 10  | Informática Básica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 10  | Informática Básica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 10  | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 10  | Técnicas de Oratória e Ensino Policial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 10  | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 10  | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 10  | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 10  | Saúde física
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 11  | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 11  | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 11  | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 12  | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 12  | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quarta   | 12  | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 1   | Informática Básica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 1   | Administração Pública aplicada – Operações, Treinamento e Sala de Operações
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 1   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 1   | Informática Básica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 1   | Liderança – Gestão de Pessoas e Relações Interpessoais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 1   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 1   | Liderança – Gestão de Pessoas e Relações Interpessoais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 2   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 3   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 4   | Informática Básica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 4   | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 4   | Informática Básica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 4   | Técnicas de Oratória e Ensino Policial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 4   | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 4   | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 4   | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 5   | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 5   | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 6   | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 6   | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 9   | Informática Básica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 9   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 9   | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 9   | Informática Básica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 10  | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 10  | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 10  | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 10  | Informática Básica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 10  | Informática Básica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 11  | Saúde física
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 11  | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 11  | Saúde física
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 12  | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | quinta   | 12  | Saúde física
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 1   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 1   | Administração Pública aplicada – Operações, Treinamento e Sala de Operações
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 1   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 1   | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 1   | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 2   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 3   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 4   | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 4   | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 4   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 4   | Administração Pública aplicada – Operações, Treinamento e Sala de Operações
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 4   | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 4   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 5   | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 5   | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 5   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 5   | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 6   | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 6   | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 6   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 6   | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 7   | Liderança – Gestão de Pessoas e Relações Interpessoais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 7   | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 7   | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 7   | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 8   | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 9   | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 10  | Saúde física
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 10  | Técnicas de Oratória e Ensino Policial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 10  | Saúde física
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 10  | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 10  | Saúde física
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 10  | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | segunda  | 12  | AMT - I – 9mm Decisão de tiro 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 1   | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 1   | Liderança – Gestão de Pessoas e Relações Interpessoais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 1   | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 1   | Técnicas de Oratória e Ensino Policial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 1   | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 1   | Saúde física
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 1   | Administração Pública aplicada – Operações, Treinamento e Sala de Operações
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 2   | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 2   | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 2   | Técnicas de Oratória e Ensino Policial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 2   | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 3   | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 3   | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 3   | Técnicas de Oratória e Ensino Policial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 3   | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 3   | Saúde física
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 4   | Administração Pública aplicada – Operações, Treinamento e Sala de Operações
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 4   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 4   | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 4   | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 4   | Técnicas de Oratória e Ensino Policial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 4   | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 4   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 5   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 6   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 6   | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 7   | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 7   | Técnicas de Oratória e Ensino Policial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 7   | Administração Pública aplicada – Operações, Treinamento e Sala de Operações
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 7   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 7   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 7   | Informática Básica
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 7   | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 8   | Administração Pública aplicada – Operações, Treinamento e Sala de Operações
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 9   | Administração Pública aplicada – Operações, Treinamento e Sala de Operações
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 10  | Administração Pública aplicada – Operações, Treinamento e Sala de Operações
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 10  | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 10  | Saúde física
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 10  | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 10  | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 10  | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 11  | Administração Pública aplicada – Operações, Treinamento e Sala de Operações
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 11  | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 11  | Saúde física
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 12  | Administração Pública aplicada – Operações, Treinamento e Sala de Operações
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | sexta    | 12  | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 1   | Técnicas de Oratória e Ensino Policial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 1   | Administração Pública aplicada – Logistica e Patrimônio, Projetos e captação de recursos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 1   | Técnicas de Oratória e Ensino Policial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 1   | Técnicas de Oratória e Ensino Policial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 1   | Aspectos Policiais na Defesa do Direitos Humanos e Igualdade Racial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 1   | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 1   | Administração Pública aplicada – Operações, Treinamento e Sala de Operações
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 2   | Técnicas de Oratória e Ensino Policial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 3   | Técnicas de Oratória e Ensino Policial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 4   | Técnicas de Oratória e Ensino Policial 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 4   | Liderança – Gestão de Pessoas e Relações Interpessoais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 4   | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 4   | Administração Pública Aplicada - Inteligência Policial e Análise Criminal
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 4   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 4   | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 4   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 5   | Administração Pública Aplicada - Inteligência Policial e Análise Criminal
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 5   | Administração Pública aplicada  - Legislação e Pessoal 
 Escola de Formação, Habi | Ciclo 01        | SEMANA 01    | 2º PELOTÃO 2026           | terca    | 5   | Administração Pública aplicada -  Inteligência Policial e Análise Criminal 
